clause_text,risk_index,label,probability_of_risk,category,source
Particularly cell to measure right. Late payment will incur a recurring penalty of 25% per month.,high,1,0.94,privacy_data_usage,semi_random_generated
Recent tonight arrive particularly news fact. Personal data will only be used to provide requested services.,low,0,0.17,late_fees,semi_random_generated
Mother organization science inside campaign daughter. Data sharing with third parties occurs only after explicit consent.,low,0,0.33,interest_rates,synthetic_template
Listen tend often attorney south. User data might be shared for analytics under anonymized conditions.,medium,0,0.5,privacy_data_usage,semi_random_generated
Fact gun plan federal. We may modify the terms without prior notice to the user.,high,1,0.95,privacy_data_usage,semi_random_generated
Read window when include along news weight. Step couple need television ok west. Interest rates can reach up to 42% annually.,high,1,0.87,termination_rights,synthetic_template
The mother learn. Early outside name ground. We may charge a reactivation fee after 30 days of inactivity.,medium,0,0.51,privacy_data_usage,semi_random_generated
Director court best effect city yeah strong. Interest rates vary based on credit score and are updated quarterly.,medium,0,0.66,third_party_sharing,synthetic_template
Hot operation seek true sea sound. The company has the right to terminate services at its sole discretion.,high,1,0.89,consent_clarity,synthetic_template
Tax clear student save away change other event. Interest rates vary based on credit score and are updated quarterly.,medium,0,0.45,privacy_data_usage,synthetic_template
Protect nor involve always any. Or north thank take condition. Interest rates vary based on credit score and are updated quarterly.,medium,0,0.52,late_fees,semi_random_generated
Program difference at material by nothing power. We may charge a reactivation fee after 30 days of inactivity.,medium,0,0.49,termination_rights,semi_random_generated
Must generation throw grow. Your subscription may renew automatically unless cancelled manually.,medium,0,0.78,data_retention,synthetic_template
Machine break attack site. Personal data will only be used to provide requested services.,low,0,0.0,consent_clarity,synthetic_template
Alone explain operation author. Both impact short strategy itself series. Users will be notified of any major changes to the agreement.,low,0,0.27,consent_clarity,semi_random_generated
Need appear senior despite. Effort throw answer doctor history. Standard interest rate is fixed at 7.5% annually with full transparency.,low,0,0.44,third_party_sharing,synthetic_template
Second use use six. We may modify the terms without prior notice to the user.,high,1,0.94,third_party_sharing,synthetic_template
Tough gun adult quite. As Mr industry tonight hour. The company has the right to terminate services at its sole discretion.,high,1,0.91,user_obligations,synthetic_template
Body baby attention some leader just green. User data might be shared for analytics under anonymized conditions.,medium,0,0.49,payment_terms,synthetic_template
It authority alone fast take respond million. Your subscription may renew automatically unless cancelled manually.,medium,0,0.82,penalty_clauses,semi_random_generated
Next pretty tax represent ready. Standard interest rate is fixed at 7.5% annually with full transparency.,low,0,0.18,data_retention,synthetic_template
Tell total sometimes allow plan. Standard interest rate is fixed at 7.5% annually with full transparency.,low,0,0.23,payment_terms,synthetic_template
Color community unit place remember suffer color. You may terminate your agreement at any time with a 7-day notice.,low,0,0.33,third_party_sharing,semi_random_generated
Head increase number little. Personal data will only be used to provide requested services.,low,0,0.2,late_fees,synthetic_template
Talk lose seat own story. Data sharing with third parties occurs only after explicit consent.,low,0,0.4,late_fees,semi_random_generated
Loss such usually century news. Personal data will only be used to provide requested services.,low,0,0.17,termination_rights,synthetic_template
Commercial paper my really floor chance. Failure to comply may result in service suspension upon review.,medium,0,0.59,user_obligations,semi_random_generated
Expect on production bed. Interest rates can reach up to 42% annually.,high,1,0.86,termination_rights,synthetic_template
Black generation friend majority. Failure to comply may result in service suspension upon review.,medium,0,0.72,penalty_clauses,synthetic_template
Development pressure consumer new his. Pattern protect contain behavior admit. Standard interest rate is fixed at 7.5% annually with full transparency.,low,0,0.37,interest_rates,synthetic_template
Loss finish stage. The company has the right to terminate services at its sole discretion.,high,1,0.99,user_obligations,synthetic_template
White arm deep discuss reach. You may terminate your agreement at any time with a 7-day notice.,low,0,0.35,user_obligations,semi_random_generated
